item_id,number_of_observations,observed_mean_confidence,raw_effect,shrinkage_weight,item_random_effect,predicted_group_mean
127,70,70.95714285714286,-4.779242534390718,0.744398235738973,-3.5576597107691086,72.17872568076447
128,70,71.64285714285714,-4.093528248676435,0.744398235738973,-3.0472152062623863,72.6891701852712
13,71,76.15492957746478,0.4185441859312107,0.7470877702761621,0.3126892426293996,76.04907463416298
14,70,75.47142857142858,-0.26495682010499877,0.744398235738973,-0.19723338943316954,75.53915200210041
15,71,82.21126760563381,6.474882214100234,0.7470877702761621,4.837305316132923,80.5736907076665
16,71,79.12676056338029,3.3903751718467134,0.7470877702761621,2.532907827534621,78.26929321906819
17,71,84.40845070422536,8.672065312691785,0.7470877702761621,6.478793938148154,82.21517932968173
18,71,81.09859154929578,5.362206157762202,0.7470877702761621,4.00603864216367,79.74242403369725
19,70,76.75714285714285,1.0207574656092788,0.744398235738973,0.7598500565169326,76.49623544805051
2,71,79.15492957746478,3.4185441859312107,0.7470877702761621,2.553952553457886,78.29033794499146
20,71,76.49295774647888,0.7565723549453054,0.7470877702761621,0.5652259537086733,76.30161134524225
21,70,70.7,-5.036385391533571,0.744398235738973,-3.7490763999591272,71.98730899157445
22,71,86.04225352112677,10.305868129593193,0.7470877702761621,7.69938804169794,83.43577343323152
23,71,80.67605633802818,4.939670946494601,0.7470877702761621,3.6903677533145913,79.42675314484816
24,70,74.48571428571428,-1.2506711058192934,0.744398235738973,-0.9309973646615924,74.80538802687198
25,70,77.32857142857142,1.5921860370378482,0.744398235738973,1.1852204769392014,76.92160586847278
26,71,86.08450704225352,10.348121650719946,0.7470877702761621,7.730955130582843,83.46734052211642
27,71,80.78873239436619,5.052347002832619,0.7470877702761621,3.774546657007672,79.51093204854125
28,71,81.11267605633803,5.376290664804458,0.7470877702761621,4.016561005125308,79.75294639665888
29,71,81.73239436619718,5.99600897466361,0.7470877702761621,4.479544975437293,80.21593036697087
3,71,80.26760563380282,4.531220242269242,0.7470877702761621,3.3852192274271395,79.12160461896072
30,70,74.72857142857143,-1.007813962962146,0.744398235738973,-0.7502149359821243,74.98617045555145
31,71,76.83098591549296,1.094600523959386,0.7470877702761621,0.8177626647879364,76.55414805632151
32,71,79.52112676056338,3.7847413690298026,0.7470877702761621,2.8275339904604246,78.563919381994
33,70,71.55714285714286,-4.17924253439071,0.744398235738973,-3.1110207693257186,72.62536462220785
34,70,78.27142857142857,2.5350431798949984,0.744398235738973,1.8870816706359528,77.62346706216952
35,71,84.0,8.263614608466426,0.7470877702761621,6.1736454122607025,81.91003080379427
36,71,75.50704225352112,-0.2293431380124531,0.7470877702761621,-0.1713394536058617,75.5650459379277
37,70,72.95714285714286,-2.7792425343907183,0.744398235738973,-2.068863239291163,73.66752215224241
38,70,69.51428571428572,-6.222099677247854,0.744398235738973,-4.631720022335336,71.10466536919824
39,70,75.01428571428572,-0.7220996772478543,0.744398235738973,-0.5375297257709846,75.1988556657626
4,70,76.94285714285714,1.206471751323562,0.744398235738973,0.8980954431541686,76.63448083468774
40,70,78.94285714285714,3.206471751323562,0.744398235738973,2.386891914632115,78.12327730616569
41,70,80.42857142857143,4.692186037037857,0.744398235738973,3.492855007730024,79.2292403992636
42,70,73.58571428571429,-2.150671105819285,0.744398235738973,-1.6009557768266618,74.13542961470691
43,70,78.51428571428572,2.7779003227521457,0.744398235738973,2.067864099315421,77.80424949084899
44,70,73.02857142857142,-2.707813962962149,0.744398235738973,-2.0156919367383805,73.7206934547952
45,70,71.77142857142857,-3.9649568201050016,0.744398235738973,-2.951506861667372,72.7848785298662
46,70,69.65714285714286,-6.0792425343907155,0.744398235738973,-4.525377417229771,71.2110079743038
47,70,79.22857142857143,3.492186037037854,0.744398235738973,2.5995771248432544,78.33596251637682
48,71,84.29577464788733,8.559389256353754,0.7470877702761621,6.394615034455064,82.13100042598863
49,71,81.77464788732394,6.038262495790363,0.7470877702761621,4.511112064322196,80.24749745585576
5,71,75.14084507042253,-0.595540321111045,0.7470877702761621,-0.44492089060840023,75.29146450092517
50,71,69.36619718309859,-6.370188208434982,0.7470877702761621,-4.759089704879191,70.97729568665439
51,71,75.84507042253522,0.10868503100164162,0.7470877702761621,0.081197257473412,75.81758264900698
52,70,78.45714285714286,2.7207574656092817,0.744398235738973,2.0253270572731887,77.76171244880676
53,70,67.34285714285714,-8.393528248676432,0.744398235738973,-6.248127619939968,69.48825777159361
54,70,73.2,-2.536385391533571,0.744398235738973,-1.8880808106116946,73.84830458092188
55,70,78.67142857142858,2.935043179895004,0.744398235738973,2.184840964931546,77.92122635646513
56,70,80.95714285714286,5.220757465609282,0.744398235738973,3.8863226466206213,79.6227080381542
57,71,80.12676056338029,4.390375171846713,0.7470877702761621,3.279995597810783,79.01638098934436
58,71,79.25352112676056,3.5171357352269865,0.7470877702761621,2.6276090941893395,78.36399448572291
59,70,68.77142857142857,-6.964956820105002,0.744398235738973,-5.184701568884291,70.55168382264928
6,71,79.90140845070422,4.16502305917065,0.7470877702761621,3.111637790424601,78.84802318195817
60,71,78.45070422535211,2.7143188338185382,0.7470877702761621,2.027834405376084,77.76421979690966
61,70,68.01428571428572,-7.722099677247854,0.744398235738973,-5.748317375943795,69.98806801558977
62,70,65.58571428571429,-10.150671105819285,0.744398235738973,-7.556141662738446,68.18024372879513
63,71,73.64788732394366,-2.08849806758991,0.7470877702761621,-1.5602913645418193,74.17609402699175
64,71,78.30985915492958,2.5734737633960094,0.7470877702761621,1.9226107757597284,77.6589961672933
65,70,68.75714285714285,-6.979242534390721,0.744398235738973,-5.1953358293948515,70.54104956213872
66,71,76.15492957746478,0.4185441859312107,0.7470877702761621,0.3126892426293996,76.04907463416298
67,71,79.84507042253522,4.108685031001642,0.7470877702761621,3.0695483385780604,78.80593373011163
68,71,73.71830985915493,-2.0180755323786457,0.7470877702761621,-1.5076795497336413,74.22870584179994
69,71,77.46478873239437,1.728403340860794,0.7470877702761621,1.29126899806156,77.02765438959513
7,71,83.21126760563381,7.474882214100234,0.7470877702761621,5.584393086409086,81.32077847794265
70,70,69.1,-6.6363853915335795,0.744398235738973,-4.94011357714149,70.79627181439209
71,70,70.3,-5.436385391533577,0.744398235738973,-4.04683569425472,71.68954969727885
72,71,76.21126760563381,0.47488221410023357,0.7470877702761621,0.35477869447595056,76.09116408600953
73,71,73.63380281690141,-2.102582574632166,0.7470877702761621,-1.570813727503457,74.16557166403011
74,70,69.94285714285714,-5.793528248676438,0.744398235738973,-4.312692207018642,71.42369318451493
75,71,72.78873239436619,-2.9476529971673813,0.7470877702761621,-2.2021555052016253,73.53422988633194
76,71,73.29577464788733,-2.4406107436462463,0.7470877702761621,-1.8233504385827202,73.91303495295085
77,70,71.51428571428572,-4.222099677247854,0.744398235738973,-3.14292355085739,72.59346184067618
78,70,71.72857142857143,-4.007813962962146,0.744398235738973,-2.9834096431990433,72.75297574833453
79,71,78.94366197183099,3.2072765802974175,0.7470877702761621,2.396117109033352,78.13250250056693
8,71,84.02816901408451,8.291783622550938,0.7470877702761621,6.1946901381839785,81.93107552971755
80,71,80.95774647887323,5.221361087339659,0.7470877702761621,3.9008150125473033,79.63720040408087
81,71,77.02816901408451,1.2917836225509376,0.7470877702761621,0.9650757462508434,76.70146113778442
82,71,76.01408450704226,0.27769911550868187,0.7470877702761621,0.20746561301304353,75.94385100454662
83,71,78.3943661971831,2.6579808056495295,0.7470877702761621,1.9857449535295442,77.72213034506312
84,70,73.68571428571428,-2.0506711058192906,0.744398235738973,-1.5265159532527688,74.2098694382808
85,70,75.15714285714286,-0.5792425343907155,0.744398235738973,-0.43118712066542003,75.30519827086816
86,70,74.3,-1.4363853915335767,0.744398235738973,-1.0692427512988285,74.66714264023474
87,70,69.42857142857143,-6.307813962962143,0.744398235738973,-4.695525585398679,71.04085980613489
88,70,72.14285714285714,-3.593528248676435,0.744398235738973,-2.6750160883929,73.06136930314068
89,70,66.37142857142857,-9.364956820105007,0.744398235738973,-6.97125733465783,68.76512805687574
9,70,79.37142857142857,3.6350431798949927,0.744398235738973,2.705919729948819,78.44230512148239
90,71,78.64788732394366,2.91150193241009,0.7470877702761621,2.1751474868389913,77.91153287837257
91,71,76.2394366197183,0.5030512281847308,0.7470877702761621,0.3758234203992154,76.11220881193279
92,70,76.05714285714286,0.3207574656092902,0.744398235738973,0.23877129149965992,75.97515668303323
93,70,71.78571428571429,-3.950671105819282,0.744398235738973,-2.940872601156811,72.79551279037676
94,70,80.57142857142857,4.8350431798949955,0.744398235738973,3.5991976128355887,79.33558300436917
95,70,70.28571428571429,-5.450671105819282,0.744398235738973,-4.057469954765271,71.6789154367683
96,70,62.34285714285714,-13.393528248676432,0.744398235738973,-9.970118798634832,65.76626659289875
97,70,73.17142857142858,-2.564956820104996,0.744398235738973,-1.9093493316328054,73.82703605990076
98,70,66.68571428571428,-9.05067110581929,0.744398235738973,-6.7373036034255795,68.999081788108
99,71,74.19718309859155,-1.5392022929420222,0.7470877702761621,-1.1499192090380115,74.58646618249556
